Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,19,LOUD,23.2k,20.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,20,DRX,22.0k,13.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,20,LOUD,21.1k,13.8k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,21,DRX,22.4k,19.5k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,21,LOUD,22.3k,8.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,22,DRX,23.6k,11.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,22,LOUD,22.9k,18.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,23,DRX,21.2k,8.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,23,LOUD,23.5k,7.3k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,24,DRX,19.5k,1.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,24,LOUD,24.1k,5.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,25,DRX,23.8k,1.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,25,LOUD,23.8k,0.8k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,26,DRX,23.0k,1.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,26,LOUD,24.4k,0.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,27,DRX,23.9k,1.1k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,27,LOUD,23.8k,0.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,28,DRX,23.5k,1.1k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,28,LOUD,24.4k,0.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,1,DRX,3.5k,0.4k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,1,LOUD,4.1k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,2,DRX,15.6k,3.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,2,LOUD,3.0k,7.7k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,3,DRX,6.1k,8.5k,Semi-eco: 5-10k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,3,LOUD,21.8k,9.2k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,4,DRX,19.4k,2.2k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,4,LOUD,22.4k,16.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,5,DRX,17.1k,1.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,5,LOUD,22.2k,8.2k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,6,DRX,8.5k,7.6k,Semi-eco: 5-10k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,6,LOUD,22.6k,17.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,7,DRX,20.4k,9.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,7,LOUD,21.0k,7.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,8,DRX,21.2k,14.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,8,LOUD,15.6k,6.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,9,DRX,23.8k,25.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,9,LOUD,19.1k,3.2k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,10,DRX,23.4k,15.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,10,LOUD,21.4k,11.4k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,11,DRX,25.4k,21.2k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,11,LOUD,20.4k,5.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,12,DRX,26.0k,11.7k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,12,LOUD,18.7k,1.3k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,13,DRX,4.0k,0.4k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,13,LOUD,3.6k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,14,DRX,16.9k,1.2k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,14,LOUD,3.2k,7.8k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,15,DRX,15.5k,14.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,15,LOUD,19.3k,0.9k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,16,DRX,20.4k,7.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,16,LOUD,16.2k,3.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,17,DRX,21.6k,9.7k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,17,LOUD,15.6k,2.4k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,18,DRX,11.7k,10.3k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,18,LOUD,21.4k,5.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,19,DRX,22.4k,9.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,19,LOUD,15.2k,0.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,1,DRX,3.6k,0.2k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,1,LOUD,3.8k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,2,DRX,14.8k,1.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,2,LOUD,4.7k,8.4k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,3,DRX,4.8k,7.4k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,3,LOUD,22.0k,5.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,4,DRX,19.4k,1.4k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,4,LOUD,22.6k,9.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,5,DRX,19.4k,8.8k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,5,LOUD,14.7k,6.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,6,DRX,21.4k,12.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,6,LOUD,18.1k,3.9k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,7,DRX,20.6k,3.0k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,7,LOUD,21.6k,7.0k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,8,DRX,21.8k,5.7k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,8,LOUD,17.9k,1.9k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,9,DRX,7.3k,10.6k,Semi-eco: 5-10k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,9,LOUD,18.8k,4.3k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,10,DRX,25.2k,5.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,10,LOUD,10.0k,7.5k,Semi-eco: 5-10k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,11,DRX,25.8k,14.0k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,11,LOUD,19.6k,0.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,12,DRX,26.2k,17.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,12,LOUD,16.9k,0.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,13,DRX,4.0k,0.2k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,13,LOUD,3.8k,0.4k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,14,DRX,4.1k,7.7k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,14,LOUD,17.6k,0.5k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,15,DRX,19.7k,1.6k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,15,LOUD,14.1k,13.0k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,16,DRX,10.0k,7.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,16,LOUD,23.0k,23.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,17,DRX,20.0k,5.1k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,17,LOUD,26.5k,27.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,18,DRX,20.9k,11.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,18,LOUD,23.6k,14.0k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,19,DRX,21.8k,7.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,19,LOUD,22.7k,9.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,20,DRX,21.2k,10.7k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,20,LOUD,21.7k,3.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,21,DRX,23.3k,17.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Ascent,21,LOUD,17.5k,1.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,1,FUT Esports,3.2k,0.3k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,1,T1,4.0k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,2,FUT Esports,12.2k,4.5k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,2,T1,4.5k,6.7k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,3,FUT Esports,11.7k,11.7k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,3,T1,20.9k,1.4k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,4,FUT Esports,24.7k,17.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,4,T1,9.9k,8.1k,Semi-eco: 5-10k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,5,FUT Esports,22.8k,6.4k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,5,T1,22.6k,11.6k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,6,FUT Esports,11.6k,8.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,6,T1,23.5k,10.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,7,FUT Esports,23.9k,0.7k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,7,T1,22.2k,6.0k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,8,FUT Esports,20.7k,2.7k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,8,T1,11.1k,7.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,9,FUT Esports,22.8k,8.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,9,T1,20.2k,1.0k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,10,FUT Esports,23.9k,6.0k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,10,T1,9.9k,8.9k,Semi-eco: 5-10k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,11,FUT Esports,24.9k,17.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,11,T1,21.1k,4.1k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,12,FUT Esports,25.3k,8.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,12,T1,21.4k,3.0k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,13,FUT Esports,3.7k,0.5k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,13,T1,3.6k,0.1k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,14,FUT Esports,18.8k,0.6k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,14,T1,3.7k,6.7k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,15,FUT Esports,16.0k,13.3k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,15,T1,19.5k,0.9k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,16,FUT Esports,22.7k,2.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,16,T1,16.9k,5.8k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,17,FUT Esports,23.7k,7.7k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Pearl,17,T1,15.1k,0.8k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,1,FUT Esports,3.7k,0.3k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,1,T1,4.0k,0.2k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,2,FUT Esports,15.2k,1.6k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,2,T1,5.7k,6.5k,Semi-eco: 5-10k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,3,FUT Esports,18.9k,14.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,3,T1,19.9k,0.5k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,4,FUT Esports,22.9k,1.7k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,4,T1,22.4k,9.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,5,FUT Esports,12.3k,6.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,5,T1,23.0k,10.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,6,FUT Esports,21.3k,5.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,6,T1,23.3k,12.3k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,7,FUT Esports,24.0k,10.5k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,7,T1,19.1k,4.2k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,8,FUT Esports,20.0k,1.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,8,T1,23.0k,7.4k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,9,FUT Esports,21.3k,7.7k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,9,T1,11.6k,8.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,10,FUT Esports,24.0k,16.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,10,T1,19.8k,3.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,11,FUT Esports,24.6k,16.2k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,11,T1,18.7k,1.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,12,FUT Esports,26.0k,15.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,12,T1,18.6k,0.7k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,13,FUT Esports,3.9k,0.3k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,13,T1,3.7k,0.1k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,14,FUT Esports,20.1k,0.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,14,T1,3.7k,6.5k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,15,FUT Esports,19.6k,14.2k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,15,T1,19.2k,0.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,16,FUT Esports,23.8k,27.1k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,16,T1,13.3k,6.0k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,17,FUT Esports,23.1k,17.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,17,T1,20.2k,5.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,18,FUT Esports,20.8k,10.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,18,T1,20.0k,10.0k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,19,FUT Esports,24.3k,10.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,19,T1,16.3k,4.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,20,FUT Esports,23.1k,11.3k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (B),FUT Esports vs T1,Haven,20,T1,16.8k,1.0k,Semi-buy: 10-20k,Loss